rgm_ppg,subcategory_nm,format,brand_nm,uom,pack_size,pack_count,total_revenue,group,group_name,price_tier,shelf_presence,bumpiness,price_moves,growth,seasonality,shelf_trend,promo_activity,promo_share,promo_lift
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_8D117390 | PPG_ATTR6_7410C119 | PPG_ATTR7_164D04A0 | PPG_ATTR8_C07460EB | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,GEL,HASH_E73B26E8,GM,700,1,5728.1209,1,Steady core,0.125,0.1587,0.1135,0.6526,-0.0062,0.0,-0.0065,0.0175,0.1219,
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_987A7EC2 | PPG_ATTR6_92B72C5A | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_21D82E4F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,10,1,275420.1248,1,Steady core,0.6701,0.7011,0.4375,0.3086,-0.0443,0.0334,-0.0181,0.0021,0.0027,-0.0466
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_1905F18D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,21,1,5032943.5884,0,Promo leaders,0.9722,43.4295,0.5731,0.3348,-0.0006,0.2099,0.0609,16.897,0.4633,0.594
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_2DA14E67 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,61,1,7892779.7289,2,Shrinking shelf,0.7431,51.1044,1.0793,0.5837,0.0286,0.0481,-0.8741,28.4437,0.7626,0.3763
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,30,1,3394619.2208,2,Shrinking shelf,0.9271,44.0727,1.0909,0.7382,0.0313,0.0547,-1.0935,22.8621,0.6312,0.2436
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_96FC7120 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,36,1,4079435.9846,1,Steady core,0.8472,40.1026,0.6492,0.5813,0.0147,0.0989,-0.6055,21.636,0.6126,0.0148
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_BCE417A1 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,55,1,12003731.659,0,Promo leaders,0.875,64.0567,0.8874,0.3623,0.0101,0.0294,0.0743,42.5569,0.7668,1.2176
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_F3F189D2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,34,1,2557673.8165,0,Promo leaders,0.9549,52.0112,0.7109,0.4692,0.0193,0.0589,-0.8341,25.0577,0.6199,1.0987
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_FAECA115 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,75,1,12812506.0686,0,Promo leaders,0.7604,52.9255,0.884,0.5298,0.0099,0.0956,0.109,27.4648,0.6586,1.3204
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_FDF7D55B | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,39,1,4728222.3527,1,Steady core,0.7778,29.4339,0.783,0.7495,0.0199,0.3123,-0.4455,14.8352,0.5177,-0.1247
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_2DA14E67 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,61,1,6646307.9883,0,Promo leaders,0.6632,41.8328,0.9213,0.6022,0.0247,0.0521,-0.5851,21.3428,0.6688,0.3843
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_4D34781C | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,92,1,459867.4866,1,Steady core,0.2778,0.5401,0.1051,0.3739,-0.0007,0.0196,-0.0008,0.0216,0.0489,0.0
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,30,1,1031061.6967,0,Promo leaders,0.8576,45.633,0.9342,0.5335,0.0238,0.1163,-0.4461,21.2751,0.6594,1.2697
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_BCE417A1 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,55,1,11946914.8812,0,Promo leaders,0.8542,53.6908,1.1445,0.3471,0.0074,0.0663,-0.0368,31.141,0.7327,1.0934
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_CD4F119F | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,100,1,64765.91,1,Steady core,0.0417,0.3279,0.0307,1.1844,0.001,0.0864,0.008,0.047,0.0982,0.0005
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_FAECA115 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,75,1,3250890.2,0,Promo leaders,0.7847,55.5037,0.8185,0.3851,0.0189,0.0752,-0.1915,20.8904,0.5246,1.7211
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_A15E84BA | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_FDF7D55B | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,39,1,979941.8375,2,Shrinking shelf,0.6493,46.219,0.5071,0.6129,0.0251,0.0658,-0.5869,24.4352,0.6268,-0.4956
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_2E1CCAFA | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,62,1,5527.93,1,Steady core,0.0174,0.1857,0.0117,0.5224,0.0002,0.0,0.0002,0.0,0.0,
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,50,1,2277945.27,0,Promo leaders,0.8958,56.8095,0.8297,0.4859,0.0218,0.0813,-0.3497,26.9788,0.6587,1.0529
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_9A0328A0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,18,1,2273266.7209,1,Steady core,0.8715,37.5534,0.3988,0.4569,0.0045,0.2505,-0.1439,14.6499,0.4525,0.226
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_9A42151D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,52,1,8796226.3872,2,Shrinking shelf,0.691,41.1467,2.0057,0.7062,0.0154,0.4384,-0.6484,23.5699,0.7639,0.1725
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_A718BD30 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,25,1,624887.305,1,Steady core,0.4444,18.0742,0.7747,1.0228,0.026,0.1481,-0.4117,8.495,0.5797,0.0885
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_E5D6B456 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,33,1,1383410.4335,1,Steady core,0.5347,27.7871,0.5597,0.7857,0.0195,0.2815,-0.3767,10.3114,0.4283,0.2616
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,50,1,1730051.72,0,Promo leaders,0.9062,57.9868,0.6522,0.4045,0.0163,0.0689,-0.5841,31.744,0.7101,1.0117
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_9A42151D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,52,1,1361123.0425,2,Shrinking shelf,0.5417,35.0974,0.9129,0.7635,0.0411,0.0557,-0.5939,16.9136,0.6005,-0.0344
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_A718BD30 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,25,1,938164.69,0,Promo leaders,0.8854,45.6471,0.7964,0.6019,0.0416,0.0898,-0.7786,20.511,0.5379,0.6976
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_D8EF598E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,48,1,3794369.6465,0,Promo leaders,0.7882,49.9178,1.0855,0.4978,0.0181,0.1056,0.0418,23.6353,0.6023,1.032
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B2D6C1E6 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_E5D6B456 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,33,1,3787893.0073,1,Steady core,0.7083,34.9275,0.7009,0.747,0.0114,0.3256,-0.2788,20.1269,0.6279,-0.1066
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_B72693BD | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_9A0328A0 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,18,1,107711.83,1,Steady core,0.3924,0.2392,0.1,0.4165,-0.0015,0.0559,-0.0019,0.0126,0.0439,0.0106
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C3628128 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_24719C82 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,46,1,1170111.9784,0,Promo leaders,0.5312,43.7936,0.3839,0.5482,0.0079,0.1073,-0.7497,9.1856,0.2777,0.5547
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C3628128 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_9A42151D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,52,1,4971927.9801,2,Shrinking shelf,0.7396,47.406,0.4832,0.4731,0.0248,0.0272,-0.8088,19.6483,0.4308,-0.06
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C3628128 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_8FD1F319 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,26,1,3649077.4446,2,Shrinking shelf,0.8646,37.1586,0.7517,0.6209,0.0259,0.5939,-0.6926,2.53,0.0858,-0.3665
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C3628128 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_9A42151D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,52,1,632932.19,2,Shrinking shelf,0.4375,38.2362,0.4494,0.685,0.0557,0.0274,-1.023,14.7667,0.4444,-0.5342
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C3628128 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_FAECA115 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,75,1,11860.66,1,Steady core,0.0069,0.3199,0.0659,1.3058,-0.0012,0.3236,-0.0073,0.0705,0.2109,0.0037
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C3628128 | PPG_ATTR6_793F866E | PPG_ATTR7_C37DE1E7 | PPG_ATTR8_8FD1F319 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,26,1,635884.8538,2,Shrinking shelf,0.6181,28.8241,0.4508,0.5195,0.0378,0.0407,-0.7839,4.0866,0.1233,-0.0383
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C3628128 | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_65ED6200 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,42,1,267076.7558,1,Steady core,0.566,24.3224,0.2302,0.4438,-0.0158,0.3693,0.9125,1.6886,0.1124,0.0479
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C59B8ECB | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,50,1,1482219.1578,1,Steady core,0.8889,4.3453,0.339,0.3489,0.0064,0.1984,-0.0434,0.313,0.0544,-0.1124
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C59B8ECB | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_4D34781C | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS WITH SOLUBLE FILM,HASH_E73B26E8,CT,92,1,5730718.0653,1,Steady core,0.4931,36.5067,0.7414,0.6102,-0.0104,0.0551,0.5898,13.0214,0.4113,-0.0696
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_C59B8ECB | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_9CC14087 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,65,1,272079.8,2,Shrinking shelf,0.2674,12.8228,0.9529,1.0035,0.0941,0.3722,-1.6451,5.5106,0.4952,-0.1871
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_D71441D1 | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_2DA14E67 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,61,1,866008.8044,1,Steady core,0.6979,58.4203,0.3425,0.3357,0.0255,0.2161,0.1042,11.1146,0.1196,-0.0643
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_D71441D1 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_04AA706D | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,68,1,326458.7542,0,Promo leaders,0.3785,29.5097,0.1671,0.4074,0.0087,0.0912,-0.2133,1.4533,0.0923,1.7294
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_D71441D1 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_8D8F1FCE | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,23,1,868775.3482,1,Steady core,0.816,12.6467,0.7199,0.7196,0.0185,0.0129,-0.4844,1.3955,0.1979,0.0136
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_AE186179 | PPG_ATTR5_F0786022 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_DE7D6798 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,DETERGENT,TABLETS,HASH_E73B26E8,CT,13,1,5545.6485,1,Steady core,0.1389,0.5411,0.0655,0.6495,-0.0101,0.0,-0.0558,0.491,0.9222,
PPG_ATTR1_DE0C4AF4 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_E73B26E8 | PPG_ATTR4_EE74C825 | PPG_ATTR5_712478F3 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_FE330FD3 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,GLASS PROTECTOR,TABLETS,HASH_E73B26E8,CT,1,1,617709.2561,1,Steady core,1.0,21.8675,0.2496,0.4373,-0.0014,0.1551,-0.0328,8.0879,0.354,0.1409
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_4FD27A4E | PPG_ATTR5_978453B1 | PPG_ATTR6_5918E248 | PPG_ATTR7_0DDF2ADB | PPG_ATTR8_83F5974E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,CLEANER,LIQUID,HASH_1E47D8B2,ML,250,1,1053169.9402,1,Steady core,0.4545,73.8359,0.2735,0.2103,0.0082,0.2414,-0.1643,5.5661,0.0768,0.1844
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_4FD27A4E | PPG_ATTR5_978453B1 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_83F5974E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,CLEANER,LIQUID,HASH_1E47D8B2,ML,250,1,348139.0261,1,Steady core,0.2727,13.5945,0.3417,0.2615,-0.0316,0.3238,0.2524,1.5389,0.0476,-0.2673
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_4FD27A4E | PPG_ATTR5_978453B1 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_50AB2184 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,CLEANER,TABLETS WITH SOLUBLE FILM,HASH_1E47D8B2,CT,2,1,401399.2285,1,Steady core,0.8333,64.8087,0.2895,0.2668,0.0055,0.1953,-0.3006,7.7851,0.1088,0.356
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_4FD27A4E | PPG_ATTR5_978453B1 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_FE330FD3 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,CLEANER,TABLETS WITH SOLUBLE FILM,HASH_1E47D8B2,CT,1,1,49357.9359,1,Steady core,0.6667,0.3448,0.1697,0.351,-0.0031,0.0175,-0.0014,0.0242,0.0672,0.0081
PPG_ATTR1_E01BA633 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_1E47D8B2 | PPG_ATTR4_5C2AE06E | PPG_ATTR5_3D02DBB7 | PPG_ATTR6_5918E248 | PPG_ATTR7_8CCB97F4 | PPG_ATTR8_E7C18669 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,FRESHENER,LIQUID,HASH_1E47D8B2,ML,6,1,208062.3561,0,Promo leaders,0.3333,60.5556,0.2171,0.2314,0.0053,0.034,-0.2331,10.3068,0.1587,1.0285
